Brand,Brand_Model,Color,Platform,MRP,Selling_Price,Discount_Price,Discount,RAM,ROM,Display_Size,Battery,Front_Cam(MP),Back_Cam(MP),Processor,Ratings,Rating_Count,Review_Count
realme,realme 13 pro+,emerald green,flipkart,36999.0,25999.0,11000.0,29.0,8,256,6.7,5200,32,108,snapdragon 7s gen2 processor,4.4,15033,1523
realme,realme narzo 80,speed silver,flipkart,23999.0,18122.0,5877.0,24.0,8,128,6.7,6000,12,50,snapdragon 7s gen2 processor,4.4,307,13
apple,apple iphone 16,teal,flipkart,99900.0,89999.0,9901.0,9.0,12,256,6.7,4700,12,50,a18 chip 6 core processor processor,4.6,3067,171
samsung,samsung galaxy m35,moonlight blue,flipkart,27499.0,26990.0,509.0,1.0,8,256,6.6,6000,32,50,snapdragon 7 gen 3 processor,4.3,3633,249
vivo,vivo t3 ultra,frost green,flipkart,35999.0,27999.0,8000.0,22.0,8,128,6.78,5500,32,108,dimensity 9200 processor,4.5,22016,1801
motorola,motorola g34 5g,charcoal black,flipkart,14999.0,11999.0,3000.0,20.0,8,128,6.5,5000,16,50,snapdragon 695 5g processor,4.2,146858,10026
apple,apple iphone 14,blue,flipkart,59900.0,52990.0,6910.0,11.0,16,128,6.1,4300,12,50,a15 bionic chip 6 core processor processor,4.6,313551,11692
google,google pixel 8,bay,flipkart,106999.0,59999.0,47000.0,43.0,12,128,6.7,5050,5,50,tensor g3 processor,4.4,1218,134
google,google pixel 8,bay,flipkart,106999.0,59999.0,47000.0,43.0,12,128,6.7,5050,5,108,tensor g3 processor,4.4,1218,134
vivo,vivo v50 5g,rose red,flipkart,39999.0,32999.0,7000.0,17.0,8,128,6.77,6000,5,50,7 gen 3 processor,4.5,6154,540
vivo,vivo y400 pro,freestyle white,flipkart,29999.0,24999.0,5000.0,16.0,8,128,6.77,5500,32,50,dimensity 7300 processor,4.4,291,14
infinix,infinix note 40,racing grey,flipkart,24999.0,15999.0,9000.0,36.0,8,256,6.78,5000,32,50,dimensity 7020 processor,4.2,12307,1141
redmi,redmi 14c 5g,stardust purple,flipkart,12999.0,9999.0,3000.0,23.0,4,64,6.88,5160,8,50,4 gen 2 5g processor,4.2,4714,250
samsung,samsung m55s,coral green,flipkart,28999.0,18990.0,10009.0,34.0,8,128,6.7,5000,16,108,6s 4g gen1 processor,4.1,160,13
poco,poco x6 neo,horizon blue,flipkart,19999.0,13990.0,6009.0,30.0,8,128,6.67,5000,16,108,dimensity 6080 processor,4.2,42214,3058
oppo,oppo f29 pro,marble white,flipkart,32999.0,25999.0,7000.0,21.0,8,128,6.7,6000,16,50,dimensity 7300 processor,4.4,1057,83
samsung,samsung galaxy a06,light green,flipkart,12499.0,9291.0,3208.0,25.0,4,64,6.7,5000,12,50,mediatek processor,4.0,789,63
samsung,samsung galaxy z,mint,flipkart,109999.0,72999.0,37000.0,33.0,12,256,6.7,4000,10,50,snapdragon 8 gen 3 processor,4.5,140,13
vivo,vivo y58 5g,sundarbans green,flipkart,23999.0,16979.0,7020.0,29.0,8,128,6.72,6000,8,50,4 gen 2 processor,4.4,1202,57
iqoo,iqoo neo 10,inferno red,flipkart,40999.0,37590.0,3409.0,8.0,12,256,6.78,7000,12,50,qualcomm processor,4.4,77,9
itel,itel p 55,mint green,flipkart,13499.0,9190.0,4309.0,31.0,6,128,6.6,5000,8,108,mediatek dimensity 6080 processor,4.1,712,48
samsung,samsung galaxy s23,phantom black,flipkart,149999.0,78699.0,71300.0,47.0,12,256,6.8,5000,12,12,qualcomm snapdragon 8 gen 2 processor,4.6,4300,396
samsung,samsung galaxy a06,light green,flipkart,15499.0,10699.0,4800.0,30.0,4,128,6.7,5000,8,108,dimensity 6300 processor,4.0,789,63
realme,realme gt 7,icesense black,flipkart,45999.0,37499.0,8500.0,18.0,8,256,6.78,7000,12,50,dimensity processor,4.5,36,4
redmi,redmi note 14,mystique white,flipkart,21999.0,14701.0,7298.0,33.0,6,128,6.67,5110,8,50,dimensity processor,4.3,1977,97
vivo,vivo t3 ultra,frost green,flipkart,35999.0,27999.0,8000.0,22.0,8,128,6.78,5500,50,50,dimensity 9200 processor,4.5,22016,1801
samsung,samsung sm 1207,black,flipkart,1799.0,779.0,1020.0,56.0,6,64,1.5,800,8,50,qualcomm processor,3.2,5417,315
oneplus,oneplus nord ce4,celadon marble,flipkart,24999.0,21884.0,3115.0,12.0,8,128,6.7,5500,12,50,oxygenos 14.0 processor,4.4,23940,1341
samsung,samsung galaxy a26,awesome black,flipkart,27999.0,22999.0,5000.0,17.0,8,128,6.7,5000,13,50,samsung exynos 1380 processor,4.1,158,22
lava,lava yuva 2,marble black,flipkart,10999.0,8497.0,2502.0,22.0,4,128,6.67,5000,12,50,snapdragon 7 gen 3 processor,4.3,40,1
oneplus,oneplus 13,black eclipse,flipkart,72999.0,65999.0,7000.0,9.0,12,256,6.82,6000,32,50,snapdragon 8 elite processor,4.5,186,16
realme,realme 14 pro+,bikaner purple,flipkart,33999.0,29999.0,4000.0,11.0,8,128,6.83,6000,32,50,7s gen 3 mobile platform processor,4.4,11228,1493
oppo,oppo reno 12,matte brown,flipkart,43999.0,32999.0,11000.0,25.0,8,256,6.7,5000,32,50,dimensity 7300 energy processor,4.4,6829,449
oneplus,oneplus 13s 5g,pink satin,flipkart,57999.0,51789.0,6210.0,10.0,12,256,6.32,5850,16,50,dimensity 7300 energy processor,4.5,265,24
motorola,motorola edge 50,peach fuzz,flipkart,64999.0,44999.0,20000.0,30.0,12,512,6.7,4500,12,50,8s gen 3 mobile platform processor,4.3,2939,322
motorola,motorola edge 60,pantone sparkling grape,flipkart,42999.0,37999.0,5000.0,11.0,16,512,6.7,6000,8,50,dimensity 8350 processor,4.4,157,15
iqoo,iqoo z9s 5g,titanium matte,flipkart,27999.0,22470.0,5529.0,19.0,8,256,6.77,5500,16,50,mediatek dimensity 7300 5g processor,4.4,8518,531
tecno,tecno camon 30,basaltic dark,flipkart,32999.0,23999.0,9000.0,27.0,12,512,6.78,5000,3,12,dimensity 7020 5g processor,4.0,171,13
realme,realme 14 pro,jaipur pink,flipkart,27999.0,24999.0,3000.0,10.0,8,128,6.77,6000,16,12,dimensity 7300 energy processor,4.4,10199,842
realme,realme 14 pro,jaipur pink,flipkart,27999.0,24999.0,3000.0,10.0,8,128,6.77,6000,16,50,dimensity 7300 energy processor,4.4,10199,842
poco,poco c71 -,desert gold,flipkart,8999.0,5899.0,3100.0,34.0,4,64,6.88,5200,8,50,unisoc t7250 processor,3.9,21407,1080
motorola,motorola razr 60,pantone spring bud,flipkart,54999.0,49999.0,5000.0,9.0,8,256,6.9,4500,32,108,dimensity 7400x processor,4.5,344,41
redmi,redmi a3,lake blue,flipkart,11999.0,8590.0,3409.0,28.0,6,128,6.71,5000,5,50,mediatek helio g36 processor,4.1,6776,346
redmi,redmi note 14,mystique white,flipkart,21999.0,14701.0,7298.0,33.0,6,128,6.67,5110,12,50,mediatek helio g36 processor,4.3,1977,97
vivo,vivo y400 pro,freestyle white,flipkart,29999.0,24999.0,5000.0,16.0,8,128,6.77,5500,32,108,dimensity 7300 processor,4.4,291,14
realme,realme 14 pro+,bikaner purple,flipkart,33999.0,29999.0,4000.0,11.0,8,128,6.83,6000,32,12,7s gen 3 mobile platform processor,4.4,11228,1493
realme,realme 14 pro+,bikaner purple,flipkart,33999.0,29999.0,4000.0,11.0,8,128,6.83,6000,32,108,7s gen 3 mobile platform processor,4.4,11228,1493
samsung,samsung galaxy z,blue,flipkart,121999.0,73999.0,48000.0,39.0,12,512,6.7,4000,10,50,snapdragon 8 gen 3 processor,4.5,140,13
oppo,oppo f29 pro,marble white,flipkart,32999.0,25999.0,7000.0,21.0,8,128,6.7,6000,16,108,dimensity 7300 processor,4.4,1057,83
jmax,jmax legend,neow blue,flipkart,9499.0,3999.0,5500.0,57.0,3,128,6.8,4000,2,0,na processor,3.0,196,25
redmi,redmi note 13,arctic white,flipkart,28999.0,19699.0,9300.0,32.0,8,128,6.67,5100,16,50,7s gen 2 mobile platform 5g processor,4.3,38315,2994
samsung,samsung galaxy s23,cream,flipkart,89999.0,44999.0,45000.0,50.0,8,128,6.1,3900,12,50,qualcomm snapdragon 8 gen 2 processor,4.6,79125,5408
oppo,oppo a5 pro,mocha brown,flipkart,21999.0,17999.0,4000.0,18.0,8,128,6.67,5800,8,50,dimensity 6300 processor,4.2,237,8
samsung,samsung galaxy a15,blue black,flipkart,21499.0,16999.0,4500.0,20.0,8,128,6.5,5000,13,50,dimensity 6100 processor,4.3,4081,241
redmi,redmi note-14 pro+,phantom purple,flipkart,34999.0,25150.0,9849.0,28.0,8,128,6.67,6200,20,50,7s gen 3 processor,4.2,145,7
motorola,motorola g62 5g,frosted blue,flipkart,24999.0,11999.0,13000.0,52.0,8,128,6.67,5000,16,50,qualcomm snapdragon 695 5g processor,4.1,30464,2523
motorola,motorola edge 50,pantone nautical blue,flipkart,29999.0,19999.0,10000.0,33.0,8,256,6.4,4310,32,108,dimensity 7300 processor,4.4,28920,2820
poco,poco f6 5g,black,flipkart,35999.0,23999.0,12000.0,33.0,12,256,6.67,5000,20,108,8s gen3 processor,4.3,7760,752
google,google pixel 8a,aloe,flipkart,52999.0,37999.0,15000.0,28.0,8,128,6.1,4404,13,50,tensor g3 processor,4.3,7112,581
samsung,samsung galaxy a36,awesome black,flipkart,38999.0,33999.0,5000.0,12.0,8,256,6.7,5000,12,50,qualcomm snapdragon 6 gen 3 processor,4.3,960,73
xiaomi,xiaomi 14 civi,cruise blue,flipkart,54999.0,36999.0,18000.0,32.0,8,256,6.55,4700,8,50,8s gen 3 mobile platform processor,4.3,1469,185
redmi,redmi 9 power,mighty black,flipkart,13999.0,8775.0,5224.0,37.0,4,64,6.53,6000,8,50,qualcomm snapdragon 662 processor,4.3,245593,16878
cmf,cmf by nothing,blue,flipkart,19999.0,15999.0,4000.0,20.0,6,128,6.67,5000,16,50,dimensity 7300 5g processor,4.4,81541,5613
cmf,cmf by nothing,blue,flipkart,19999.0,15999.0,4000.0,20.0,6,128,6.67,5000,16,108,dimensity 7300 5g processor,4.4,81541,5613
motorola,motorola e13,cosmic black,flipkart,10999.0,6999.0,4000.0,36.0,4,64,6.5,5000,5,50,unisoc t606 processor,4.1,107533,7789
oneplus,oneplus nord 4,obsidian midnight,flipkart,29999.0,24990.0,5009.0,16.0,8,128,6.74,5500,16,108,unisoc t606 processor,4.5,3748,233
samsung,samsung guru1200,black,flipkart,1800.0,791.0,1009.0,56.0,4,64,1.8,800,12,50,unisoc t606 processor,3.0,1596,137
itel,itel a80,sandstone black,flipkart,8999.0,6849.0,2150.0,23.0,4,128,6.7,5000,8,12,unisoc t606 processor,4.2,331,17
hmd,hmd crest max,aqua green,flipkart,22499.0,11999.0,10500.0,46.0,8,256,6.9,5000,12,64,dimensity 7300 energy processor,4.0,133,20
iqoo,iqoo z10 5g,stellar black / black,flipkart,29999.0,26990.0,3009.0,10.0,12,256,6.7,7300,16,50,dimensity 7300 energy processor,4.4,530,37
realme,realme 14 pro,jaipur pink,flipkart,27999.0,24999.0,3000.0,10.0,8,128,6.77,6000,16,108,dimensity 7300 energy processor,4.4,10199,842
vivo,vivo v50 5g,rose red,flipkart,50999.0,39999.0,11000.0,21.0,12,512,6.77,6000,16,50,7 gen 3 processor,4.5,192,15
samsung,samsung galaxy z,blue,flipkart,109999.0,71999.0,38000.0,34.0,12,256,6.7,4000,10,50,snapdragon 8 gen 3 processor,4.5,140,13
samsung,samsung m55s,thunder black,flipkart,28999.0,18986.0,10013.0,34.0,8,128,6.7,5000,12,50,snapdragon processor,4.1,160,13
xiaomi,xiaomi 14 civi,cruise blue,flipkart,59999.0,38999.0,21000.0,35.0,12,512,6.55,4700,16,108,8s gen 3 mobile platform processor,4.4,754,68
vivo,vivo y58 5g,sundarbans green,flipkart,23999.0,16575.0,7424.0,30.0,8,128,6.72,6000,8,12,4 gen 2 processor,4.4,1202,57
realme,realme narzo n65,amber gold,flipkart,13999.0,10452.0,3547.0,25.0,4,128,6.67,5000,16,50,7s gen 3 mobile platform processor,4.3,1779,95
poco,poco c71 -,cool blue,flipkart,8999.0,5899.0,3100.0,34.0,4,64,6.88,5200,8,50,unisoc t7250 processor,3.9,21407,1080
oppo,oppo a17k,navy blue,flipkart,12999.0,8499.0,4500.0,34.0,3,64,6.56,5000,5,50,mediatek helio p35 processor,4.5,16315,386
samsung,samsung galaxy a36,awesome lavender,flipkart,38999.0,33999.0,5000.0,12.0,8,256,6.7,5000,12,50,qualcomm snapdragon 6 gen 3 processor,4.3,960,73
redmi,redmi note 14,spectre blue,flipkart,34999.0,27999.0,7000.0,20.0,8,128,6.67,6200,20,108,7s gen 3 processor,4.3,2159,205
redmi,redmi note 13,purple,flipkart,20999.0,17899.0,3100.0,14.0,6,128,6.67,5000,16,108,dimensity 6080 processor,4.2,30637,1768
poco,poco c61,mystical green,flipkart,8999.0,6990.0,2009.0,22.0,4,64,6.71,5000,5,108,helio g36 processor,4.1,110043,4655
itel,itel color pro,river blue,flipkart,13499.0,9590.0,3909.0,28.0,6,128,6.6,5000,8,50,dimensity 6080 processor,4.3,192,18
poco,poco m7 pro,lunar dust,flipkart,20999.0,14999.0,6000.0,28.0,8,256,6.67,5110,20,50,dimensity 7025 ultra processor,4.2,6921,707
honor,honor 200 5g,black,flipkart,39999.0,22489.0,17510.0,43.0,8,256,6.7,5200,16,50,snapdragon 7 gen 3 processor,4.4,142,13
vivo,vivo y19 5g,majestic green,flipkart,13999.0,10499.0,3500.0,25.0,4,64,6.74,5500,5,50,dimensity 6300 processor,4.3,999,43
tecno,tecno spark 30c,aurora cloud,flipkart,11999.0,9999.0,2000.0,16.0,4,64,6.67,5000,8,50,dimensity 6300 5g processor,4.1,824,42
tecno,tecno spark 30c,azure sky,flipkart,11999.0,9999.0,2000.0,16.0,4,64,6.67,5000,8,5,dimensity 6300 5g processor,4.1,824,42
tecno,tecno spark 30c,azure sky,flipkart,11999.0,9999.0,2000.0,16.0,4,64,6.67,5000,8,50,dimensity 6300 5g processor,4.1,824,42
vivo,vivo y19 5g,majestic green,flipkart,13999.0,10499.0,3500.0,25.0,4,64,6.74,5500,5,108,dimensity 6300 processor,4.3,999,43
oneplus,oneplus nord 4,obsidian midnight,flipkart,29999.0,24990.0,5009.0,16.0,8,128,6.74,5500,16,50,sc6531e processor,4.5,3748,233
realme,realme gt 7,icesense black,flipkart,45999.0,37499.0,8500.0,18.0,8,256,6.78,7000,16,108,dimensity processor,4.5,36,4
oneplus,oneplus nord ce4,celadon marble,flipkart,24999.0,21884.0,3115.0,12.0,8,128,6.7,5500,16,50,oxygenos 14.0 processor,4.4,23940,1341
samsung,samsung galaxy m56,light green,flipkart,30999.0,24952.0,6047.0,19.0,8,128,6.7,5000,12,50,octacore processor,4.5,110,4
poco,poco m6 plus,misty lavender,flipkart,17999.0,11499.0,6500.0,36.0,8,128,6.79,5030,13,50,snapdragon 4 gen2 ae processor,4.2,11513,724
poco,poco x6 5g,mirror black,flipkart,27999.0,24999.0,3000.0,10.0,12,512,6.67,5100,16,12,7s gen 2 mobile platform 5g processor,4.3,12937,1121
oppo,oppo a5 5g,mist white,flipkart,19499.0,15499.0,4000.0,20.0,6,128,6.67,6000,8,12,dimensity 6300 processor,4.4,32,3
realme,realme narzo n65,amber gold,flipkart,13999.0,10452.0,3547.0,25.0,4,128,6.67,5000,16,50,dimensity 6300 processor,4.3,1779,95
vivo,vivo v40e 5g,mint green,flipkart,33999.0,24999.0,9000.0,26.0,8,128,6.77,5500,50,50,dimensity 7300 processor,4.4,9807,661
google,google pixel 9,obsidian,flipkart,124999.0,104999.0,20000.0,16.0,16,256,6.8,5060,42,108,google tensor g4 processor,4.6,856,74
redmi,redmi 13c 5g,starlight black,flipkart,13999.0,10617.0,3382.0,24.0,4,128,6.74,5000,10,50,snapdragon 7 gen 3 processor,4.3,45648,1831
itel,itel a70,brilliant gold,flipkart,7299.0,6349.0,950.0,13.0,4,64,6.56,5000,2,13,snapdragon 7 gen 3 processor,4.2,3067,113
samsung,samsung galaxy a36,awesome white,flipkart,38999.0,33999.0,5000.0,12.0,8,256,6.7,5000,12,50,qualcomm snapdragon 6 gen 3 processor,4.3,960,73
poco,poco x6 pro,yellow,flipkart,30999.0,19699.0,11300.0,36.0,8,256,6.67,5000,16,50,dimensity d8300 ultra processor,4.3,24363,2541
redmi,redmi note 14,phantom purple,flipkart,28999.0,22999.0,6000.0,20.0,8,128,6.67,5500,20,108,dimensity 7300 ultra processor,4.3,3970,298
realme,realme gt 7,icesense black,flipkart,45999.0,37499.0,8500.0,18.0,8,256,6.78,7000,16,50,dimensity processor,4.5,36,4
oppo,oppo a5 5g,mist white,flipkart,19499.0,15499.0,4000.0,20.0,6,128,6.67,6000,8,50,dimensity 6300 processor,4.4,32,3
alcatel,alcatel v3 ultra,ocean grey,flipkart,27999.0,17999.0,10000.0,35.0,6,128,6.78,5010,32,50,dimensity 6300 processor,3.8,36,13
xiaomi,xiaomi 14 civi,hot pink,flipkart,59999.0,39999.0,20000.0,33.0,12,512,6.55,4700,8,50,8s gen 3 mobile platform processor,4.4,754,68
lava,lava blaze duo,arctic white,flipkart,17999.0,15899.0,2100.0,11.0,6,128,6.67,5000,16,64,unisoc processor,3.8,83,8
redmi,redmi 13c 5g,starlight black,flipkart,13999.0,10617.0,3382.0,24.0,4,128,6.74,5000,8,50,unisoc processor,4.3,45648,1831
poco,poco c71 -,power black,flipkart,8999.0,5899.0,3100.0,34.0,4,64,6.88,5200,8,50,unisoc t7250 processor,3.9,21407,1080
motorola,motorola g32,satin maroon,flipkart,18999.0,11990.0,7009.0,36.0,8,128,6.5,5000,16,50,qualcomm snapdragon 680 processor,4.2,127547,9972
itel,itel a90,aurora blue,flipkart,8299.0,6499.0,1800.0,21.0,4,64,6.6,5000,3,13,qualcomm snapdragon 680 processor,3.9,25,1
nothing,nothing phone,black,flipkart,25999.0,22999.0,3000.0,11.0,8,128,6.7,5000,32,12,dimensity 7200 pro processor,4.4,101289,8071
itel,itel a50c,black,flipkart,6199.0,5849.0,350.0,5.0,2,32,6.67,4000,2,8,dimensity 7200 pro processor,4.1,336,13
oppo,oppo reno 12,matte brown,flipkart,43999.0,32999.0,11000.0,25.0,8,256,6.7,5000,32,108,dimensity 7300 energy processor,4.4,6829,449
oneplus,oneplus nord ce4,celadon marble,flipkart,24999.0,21884.0,3115.0,12.0,8,128,6.7,5500,32,50,oxygenos 14.0 processor,4.4,23940,1341
nothing,nothing phone,black,flipkart,25999.0,22999.0,3000.0,11.0,8,128,6.7,5000,32,50,dimensity 7200 pro processor,4.4,101289,8071
motorola,motorola g04s,sea green,flipkart,9999.0,7299.0,2700.0,27.0,4,64,6.6,5000,5,3,t606 processor,4.2,29839,1642
samsung,samsung galaxy a36,awesome white,flipkart,35999.0,30999.0,5000.0,13.0,8,128,6.7,5000,12,8,qualcomm snapdragon 6 gen 3 processor,4.3,960,73
redmi,redmi note 14,spectre blue,flipkart,34999.0,27999.0,7000.0,20.0,8,128,6.67,6200,20,32,7s gen 3 processor,4.3,2159,205
poco,poco c61,ethereal blue,flipkart,8999.0,6975.0,2024.0,22.0,4,64,6.71,5000,5,108,helio g36 processor,4.1,110043,4655
samsung,samsung m06 5g,blazing black,flipkart,13999.0,10390.0,3609.0,25.0,4,128,6.7,5000,8,50,helio g36 processor,3.9,270,30
redmi,redmi note 14,titan black,flipkart,24999.0,19817.0,5182.0,20.0,8,256,6.67,5110,8,50,helio g36 processor,4.2,1322,80
redmi,redmi note 14,phantom purple,flipkart,22999.0,17319.0,5680.0,24.0,8,128,6.67,5110,8,50,helio g36 processor,4.2,1322,80
samsung,samsung galaxy m36,velvet black,amazon,22999.0,17499.0,5500.0,24.0,6,128,6.612,5000,13,50,snapdragon 7s gen 2,4.3,2345,435
samsung,samsung galaxy m06,sage green,amazon,13999.0,8749.0,5250.0,38.0,4,128,6.79,5000,8,50,mediatek dimensity 6300,4.2,1980,320
samsung,samsung galaxy m05,mint green,amazon,9999.0,6249.0,3750.0,38.0,4,64,6.79,5000,8,50,exynos 850,4.1,1250,210
redmi,redmi a4 5g,starry black,amazon,11999.0,8798.0,3201.0,27.0,4,128,6.8812,5000,8,50,snapdragon 4 gen 2,4.3,3540,530
poco,"poco m7 5g,",starry black,amazon,12999.0,9299.0,3700.0,28.0,6,128,6.612,5000,13,50,dimensity 6080,4.2,2150,415
oneplus,oneplus nord ce4,super silver,amazon,20999.0,16999.0,4000.0,19.0,8,128,6.712,5500,16,50,snapdragon 695,4.4,4890,920
samsung,samsung galaxy m06,sage green,amazon,15499.0,10049.0,5450.0,35.0,6,128,6.79,5000,8,50,mediatek dimensity 6300,4.3,2420,370
poco,poco m6 plus,starry black,amazon,14499.0,10499.0,4000.0,28.0,8,128,6.7912,5000,13,50,snapdragon 4 gen 2,4.4,2850,510
samsung,samsung galaxy m35,daybreak blue,amazon,25999.0,16499.0,9500.0,37.0,8,128,6.612,6000,13,50,exynos 1380,4.5,3430,645
iqoo,iqoo z10 lite,cyber green,amazon,14999.0,10998.0,4001.0,27.0,6,128,6.6712,5000,8,50,unisoc t616,4.2,1310,275
redmi,redmi 13 5g,starry black,amazon,19999.0,11699.0,8300.0,42.0,4,64,6.8812,5000,13,50,snapdragon 4 gen 2,4.1,1860,355
redmi,redmi 14c 5g,stargaze black,amazon,14999.0,11498.0,3501.0,23.0,6,128,6.6712,5000,8,50,unisoc t616,4.2,1050,220
realme,realme narzo 80,crystal purple,amazon,14999.0,11498.0,3501.0,23.0,6,128,6.612,6000,13,50,snapdragon 7 gen 1,4.4,2930,580
redmi,redmi a4 5g,starry black,amazon,12999.0,9799.0,3200.0,25.0,6,128,6.59,5000,8,50,snapdragon 4 gen 2,4.1,1320,250
honor,honor 200 5g,starry black,amazon,39999.0,21698.0,18301.0,46.0,4,128,6.6712,5000,8,50,unisoc t616,4.2,1300,270
oneplus,oneplus nord ce4,mega blue,amazon,20999.0,16999.0,4000.0,19.0,8,128,6.712,4500,12,48,a18 bionic,4.7,9870,1890
poco,"poco m7 5g,",starry black,amazon,12999.0,9299.0,3700.0,28.0,4,64,6.759,5000,8,13,unisoc t606,4.0,1050,210
poco,"poco c75 5g,",starry black,amazon,10999.0,7699.0,3300.0,30.0,6,128,6.612,5000,13,50,dimensity 6300,4.3,2690,500
lava,lava bold n1,titanium gold,amazon,8399.0,6898.0,1501.0,18.0,4,128,6.6712054,5000,8,50,unisoc t616,4.2,1310,275
redmi,redmi 14c 5g,stardust purple,amazon,12999.0,9498.0,3501.0,27.0,4,64,6.8812,5000,13,50,snapdragon 4 gen 2,4.1,1860,355
lava,lava bold n1,stealth black,amazon,8399.0,6898.0,1501.0,18.0,4,128,6.6712054,5000,8,50,unisoc t616,4.2,1050,220
samsung,samsung galaxy m36,orange haze,amazon,22999.0,17499.0,5500.0,24.0,6,128,6.612,6000,13,50,snapdragon 7 gen 1,4.4,2930,580
samsung,samsung galaxy m06,sage green,amazon,15499.0,10049.0,5450.0,35.0,6,128,6.612,5000,8,50,dimensity 6300,4.2,2170,400
poco,"poco c75 5g,",starry black,amazon,10999.0,7699.0,3300.0,30.0,4,64,6.59,5000,8,50,snapdragon 4 gen 2,4.1,1320,250
lava,lava bold n1,titanium gold,amazon,8399.0,6898.0,1501.0,18.0,4,128,6.6712054,5000,8,50,unisoc t616,4.2,1300,270
iphone,iphone 16 plus,starry black,amazon,89900.0,82900.0,7000.0,8.0,8,128,6.712,4500,12,48,a18 bionic,4.7,9870,1890
lava,lava o3,glossy lavender,amazon,7199.0,6199.0,1000.0,14.0,4,64,6.759,5000,8,13,unisoc t606,4.0,1050,210
samsung,samsung galaxy m16,thunder black,amazon,17499.0,12249.0,5250.0,30.0,6,128,6.612,5000,13,50,dimensity 6300,4.3,2690,500
vivo,vivo v50 5g,starry night,amazon,48999.0,40999.0,8000.0,16.0,12,512,6.812,5000,32,50,snapdragon 8 gen 2,4.5,3450,620
samsung,samsung galaxy s24,amber yellow,amazon,74999.0,43481.0,31518.0,42.0,6,128,6.2212,4000,12,50,snapdragon 8 gen 3,4.6,5620,1050
redmi,redmi a4 5g,sparkle purple,amazon,10999.0,7998.0,3001.0,27.0,4,64,6.8812,5000,8,50,snapdragon 4s gen 2,4.1,1980,370
redmi,redmi 13 5g,starry black,amazon,19999.0,11699.0,8300.0,42.0,6,64,6.7912,5000,16,108,snapdragon 4 gen 2 ae,4.3,3010,590
redmi,redmi note 14,starry black,amazon,34999.0,27999.0,7000.0,20.0,8,128,6.6712,5000,16,50,snapdragon 7s gen 3,4.4,2850,530
samsung,samsung galaxy a55,awesome navy,amazon,45999.0,26999.0,19000.0,41.0,8,256,6.612,5000,32,50,exynos 1480,4.4,3240,600
iqoo,iqoo z10x 5g,ultramarine,amazon,17499.0,13498.0,4001.0,23.0,6,128,6.612,6500,16,50,dimensity 7300,4.3,1880,360
samsung,samsung galaxy a55,awesome iceblue,amazon,45999.0,26999.0,19000.0,41.0,8,256,6.612,5000,32,50,exynos 1480,4.4,3120,590
poco,poco m6 plus,starry black,amazon,14499.0,10499.0,4000.0,28.0,8,128,6.812,5000,16,50,snapdragon 4 gen 2,4.2,2050,410
redmi,redmi a4 5g,starry black,amazon,10999.0,7998.0,3001.0,27.0,4,64,6.8812,5000,8,50,snapdragon 4s gen 2,4.1,1960,360
redmi,redmi 13 5g,starry black,amazon,19999.0,11699.0,8300.0,42.0,4,64,6.7912,5000,16,108,snapdragon 4 gen 2 ae,4.3,3010,590
oppo,oppo k12x 5g,breeze blue,amazon,16999.0,12896.0,4103.0,24.0,6,64,6.712,5000,16,64,snapdragon 782g,4.2,1850,350
samsung,samsung galaxy m06,sage green,amazon,13999.0,8749.0,5250.0,38.0,4,128,6.69,5000,13,50,dimensity 6300,4.1,2740,510
redmi,redmi note 14,starry black,amazon,39999.0,32999.0,7000.0,18.0,12,512,6.6712,5000,16,50,snapdragon 7s gen 3,4.5,2920,540
redmi,redmi a4 5g,starry black,amazon,11999.0,8798.0,3201.0,27.0,4,128,6.8812,5000,8,50,snapdragon 4s gen 2,4.1,1980,370
samsung,samsung galaxy m36,orange haze,amazon,22999.0,17499.0,5500.0,24.0,6,128,6.712,6000,13,50,snapdragon 7 gen 2,4.3,2410,440
oppo,oppo k12x 5g,breeze blue,amazon,16999.0,12896.0,4103.0,24.0,6,128,6.712,5000,16,64,snapdragon 782g,4.2,1850,350
samsung,samsung galaxy a55,awesome navy,amazon,45999.0,26999.0,19000.0,41.0,8,256,6.612,5000,32,50,exynos 1480,4.4,3050,580
samsung,samsung galaxy m06,sage green,amazon,13999.0,8749.0,5250.0,38.0,4,128,6.69,5000,13,50,dimensity 6300,4.1,2680,500
oneplus,oneplus nord 5,starry black,amazon,34999.0,31999.0,3000.0,9.0,6,128,6.7412,5000,16,50,snapdragon 8s gen 3,4.5,2920,560
samsung,samsung galaxy m16,mint green,amazon,17499.0,12249.0,5250.0,30.0,6,128,6.612,5000,13,50,dimensity 6300,4.2,2780,520
samsung,samsung galaxy s24,amber yellow,amazon,74999.0,43481.0,31518.0,42.0,4,128,6.212,4000,12,50,snapdragon 8 gen 3,4.6,3300,600
redmi,redmi note 14,starry black,amazon,34999.0,27999.0,7000.0,20.0,8,128,6.6712,5000,16,50,snapdragon 7s gen 3,4.5,2890,550
redmi,redmi note 14,starry black,amazon,39999.0,32999.0,7000.0,18.0,12,512,6.6712,5000,16,50,snapdragon 7s gen 3,4.5,2950,560
redmi,redmi a4 5g,sparkle purple,amazon,12999.0,9799.0,3200.0,25.0,6,128,6.8812,5000,8,50,snapdragon 4s gen 2,4.2,2030,400
